"V1";"V2"
"56";-1.06362441523711;4.86809862160305
"57";-0.990158328693556;5.54890932257195
"58";-0.945414068283379;5.63182356885232
"59";-0.939548686660157;5.74868151438907
"60";0.241058652081841;7.42072831041827
"61";0.357361580834193;7.47538875807486
"62";0.623556524873934;7.87933257267134
"63";6.17343321145914;9.20759440353972
"64";5.661180675598;8.53390665373504
"65";3.75111428824181;7.93048276781978
"66";3.8457089045649;7.79447396380049
"67";4.65154390296181;7.93635429654453
"68";4.65270250536718;8.09017756460111
"69";4.68086329087284;8.20483130846975
"70";4.48484780559609;8.11304198935307
"71";4.26188890832618;7.95731701361475
"72";4.06400589081689;7.79969354737027
"73";3.78082491655716;7.00741865602446
"74";3.48283162919094;7.20802184669783
"75";3.7861844978305;7.93927226783633
"76";9.06997284346393;12.7514180889983
"77";0.904224361917417;4.19681749084671
"78";1.21753466845766;4.41433280795367
"79";2.62365706921412;4.45992788095564
"80";1.52751700809634;4.52621995338272
"81";0.449115725554927;3.46768135315571
"82";4.05405523424487;7.57055195301135
"83";-0.131805521572127;3.80801697292894
"84";-2.15154722269;6.39692164763958
"85";1.73278148647678;3.81946239317975
"86";1.30977957502817;3.92584001396122
"87";1.42500604362961;3.74857099160019
"88";0.990712478951386;4.02465100690307
"89";1.76911208307124;4.86342392412397
"90";1.63299048270404;3.51168307382409
"91";-2.17741865667874;6.38505245673912
"92";-2.5629826043638;6.38082619804502
"93";-1.32594237499182;2.27164567874383
"94";-1.37570283869066;8.21977210844178
"95";0.155683826551976;7.93079539307206
"96";0.875986155966831;7.70489354513358
"97";1.69525502948419;7.36884083020763
"98";3.18774365491996;7.02084008616206
"99";3.37260534637436;7.02070362073814
"100";3.56189406284025;7.02552001427411
"101";3.6699167011973;7.02387499622888
"102";3.54764435634671;7.29752293460392
"103";3.20203942845604;7.64855711772843
"104";1.64749156665761;7.39071829837075
"105";1.40620025540855;7.65940529239069
"106";1.72337291346341;6.29368855403894
"107";1.69254215798514;6.21831478028164
"108";-0.0554390237440474;6.93637087500949
